code,treatment,strength,route
71335-1146-5,Metoprolol,50 mg/1,ORAL
71335-1146-6,Metoprolol,50 mg/1,ORAL
71335-1146-7,Metoprolol,50 mg/1,ORAL
71335-1146-8,Metoprolol,50 mg/1,ORAL
71335-1157-1,Metoprolol,100 mg/1,ORAL
71335-1157-2,Metoprolol,100 mg/1,ORAL
71335-1157-3,Metoprolol,100 mg/1,ORAL
71335-1157-4,Metoprolol,100 mg/1,ORAL
71335-1157-5,Metoprolol,100 mg/1,ORAL
68071-4356-3,Metoprolol,25 mg/1,ORAL
68071-4356-6,Metoprolol,25 mg/1,ORAL
68071-4356-8,Metoprolol,25 mg/1,ORAL
68071-4356-9,Metoprolol,25 mg/1,ORAL
51655-271-26,Metoprolol,25 mg/1,ORAL
71872-7225-1,Metoprolol,5 mg/5mL,INTRAVENOUS
70518-3293-2,Metoprolol,50 mg/1,ORAL
51662-1365-1,Metoprolol,5 mg/5mL,INTRAVENOUS
51662-1478-1,Metoprolol,1 mg/mL,INTRAVENOUS
71610-080-80,Metoprolol,100 mg/1,ORAL
71335-0607-1,Metoprolol,50 mg/1,ORAL
71335-0607-2,Metoprolol,50 mg/1,ORAL
71335-0607-3,Metoprolol,50 mg/1,ORAL
71335-0607-4,Metoprolol,50 mg/1,ORAL
71335-0607-5,Metoprolol,50 mg/1,ORAL
71335-0607-6,Metoprolol,50 mg/1,ORAL
71335-0607-7,Metoprolol,50 mg/1,ORAL
71335-0607-8,Metoprolol,50 mg/1,ORAL
71610-147-60,Metoprolol,50 mg/1,ORAL
71610-158-80,Metoprolol,50 mg/1,ORAL
50090-0488-0,Metoprolol,50 mg/1,ORAL
50090-0488-1,Metoprolol,50 mg/1,ORAL
50090-0488-4,Metoprolol,50 mg/1,ORAL
50090-0488-5,Metoprolol,50 mg/1,ORAL
52817-358-10,Metoprolol,37.5 mg/1,ORAL
52817-358-50,Metoprolol,37.5 mg/1,ORAL
52817-359-10,Metoprolol,75 mg/1,ORAL
52817-359-50,Metoprolol,75 mg/1,ORAL
43353-942-70,Metoprolol,25 mg/1,ORAL
43353-943-92,Metoprolol,50 mg/1,ORAL
68071-4747-1,Metoprolol,100 mg/1,ORAL
68071-4755-9,Metoprolol,50 mg/1,ORAL
53808-1117-1,Metoprolol,25 mg/1,ORAL
68071-4759-9,Metoprolol,25 mg/1,ORAL
68071-4769-1,Metoprolol,50 mg/1,ORAL
68071-4771-9,Metoprolol,25 mg/1,ORAL
43353-942-53,Metoprolol,25 mg/1,ORAL
71610-080-60,Metoprolol,100 mg/1,ORAL
70518-3293-3,Metoprolol,50 mg/1,ORAL
63187-174-30,Metoprolol,50 mg/1,ORAL
0904-6340-61,Metoprolol,25 mg/1,ORAL
0904-6340-80,Metoprolol,25 mg/1,ORAL
0904-6341-80,Metoprolol,50 mg/1,ORAL
0904-6342-61,Metoprolol,100 mg/1,ORAL
63187-103-30,Metoprolol,25 mg/1,ORAL
0904-6342-80,Metoprolol,100 mg/1,ORAL
63187-252-78,Metoprolol,100 mg/1,ORAL
63187-252-90,Metoprolol,100 mg/1,ORAL
68071-4867-9,Metoprolol,50 mg/1,ORAL
0378-4593-01,Metoprolol,37.5 mg/1,ORAL
0378-4594-01,Metoprolol,75 mg/1,ORAL
68071-4880-9,Metoprolol,100 mg/1,ORAL
68071-4957-1,Metoprolol,50 mg/1,ORAL
68071-4958-1,Metoprolol,100 mg/1,ORAL
71610-443-94,Metoprolol,50 mg/1,ORAL
71335-0241-4,Metoprolol,100 mg/1,ORAL
58118-1062-8,Metoprolol,25 mg/1,ORAL
63187-609-00,Metoprolol,50 mg/1,ORAL
63187-609-30,Metoprolol,50 mg/1,ORAL
63187-609-90,Metoprolol,50 mg/1,ORAL
68645-191-59,Metoprolol,100 mg/1,ORAL
63187-103-60,Metoprolol,25 mg/1,ORAL
63187-174-60,Metoprolol,50 mg/1,ORAL
63187-174-78,Metoprolol,50 mg/1,ORAL
43063-821-30,Metoprolol,50 mg/1,ORAL
43063-821-60,Metoprolol,50 mg/1,ORAL
68071-4307-2,Metoprolol,50 mg/1,ORAL
68071-4307-3,Metoprolol,50 mg/1,ORAL
68071-4307-6,Metoprolol,50 mg/1,ORAL
68071-4307-8,Metoprolol,50 mg/1,ORAL
68071-4309-1,Metoprolol,100 mg/1,ORAL
68071-4309-8,Metoprolol,100 mg/1,ORAL
68071-4309-9,Metoprolol,100 mg/1,ORAL
60760-243-60,Metoprolol,50 mg/1,ORAL
60760-243-98,Metoprolol,50 mg/1,ORAL
60760-295-90,Metoprolol,100 mg/1,ORAL
68071-3337-1,Metoprolol,50 mg/1,ORAL
68071-3337-3,Metoprolol,50 mg/1,ORAL
68071-3337-6,Metoprolol,50 mg/1,ORAL
68071-3337-9,Metoprolol,50 mg/1,ORAL
60760-553-98,Metoprolol,50 mg/1,ORAL
71335-0241-5,Metoprolol,100 mg/1,ORAL
70934-736-30,Metoprolol,50 mg/1,ORAL
70934-736-60,Metoprolol,50 mg/1,ORAL
70934-736-90,Metoprolol,50 mg/1,ORAL
70934-736-96,Metoprolol,50 mg/1,ORAL
68071-1950-3,Metoprolol,25 mg/1,ORAL
68071-1950-6,Metoprolol,25 mg/1,ORAL
68071-1950-8,Metoprolol,25 mg/1,ORAL
68071-1950-9,Metoprolol,25 mg/1,ORAL
61919-052-30,Metoprolol,25 mg/1,ORAL
12634-771-00,Metoprolol,50 mg/1,ORAL
12634-771-01,Metoprolol,50 mg/1,ORAL
12634-771-09,Metoprolol,50 mg/1,ORAL
12634-771-12,Metoprolol,50 mg/1,ORAL
12634-771-18,Metoprolol,50 mg/1,ORAL
12634-771-40,Metoprolol,50 mg/1,ORAL
12634-771-42,Metoprolol,50 mg/1,ORAL
12634-771-45,Metoprolol,50 mg/1,ORAL
61919-317-30,Metoprolol,50 mg/1,ORAL
61919-317-60,Metoprolol,50 mg/1,ORAL
12634-771-50,Metoprolol,50 mg/1,ORAL
12634-771-52,Metoprolol,50 mg/1,ORAL
12634-771-54,Metoprolol,50 mg/1,ORAL
12634-771-57,Metoprolol,50 mg/1,ORAL
12634-771-59,Metoprolol,50 mg/1,ORAL
12634-771-60,Metoprolol,50 mg/1,ORAL
12634-771-61,Metoprolol,50 mg/1,ORAL
12634-771-63,Metoprolol,50 mg/1,ORAL
12634-771-66,Metoprolol,50 mg/1,ORAL
12634-771-67,Metoprolol,50 mg/1,ORAL
12634-771-69,Metoprolol,50 mg/1,ORAL
12634-771-71,Metoprolol,50 mg/1,ORAL
12634-771-74,Metoprolol,50 mg/1,ORAL
12634-771-78,Metoprolol,50 mg/1,ORAL
12634-771-79,Metoprolol,50 mg/1,ORAL
12634-771-80,Metoprolol,50 mg/1,ORAL
12634-771-81,Metoprolol,50 mg/1,ORAL
12634-771-82,Metoprolol,50 mg/1,ORAL
61919-415-90,Metoprolol,50 mg/1,ORAL
12634-771-84,Metoprolol,50 mg/1,ORAL
12634-771-85,Metoprolol,50 mg/1,ORAL
12634-771-90,Metoprolol,50 mg/1,ORAL
12634-771-91,Metoprolol,50 mg/1,ORAL
12634-771-92,Metoprolol,50 mg/1,ORAL
12634-771-93,Metoprolol,50 mg/1,ORAL
12634-771-94,Metoprolol,50 mg/1,ORAL
12634-771-95,Metoprolol,50 mg/1,ORAL
12634-771-96,Metoprolol,50 mg/1,ORAL
12634-771-97,Metoprolol,50 mg/1,ORAL
12634-771-98,Metoprolol,50 mg/1,ORAL
12634-771-99,Metoprolol,50 mg/1,ORAL
68645-190-59,Metoprolol,50 mg/1,ORAL
71872-7226-1,Metoprolol,1 mg/mL,INTRAVENOUS
67544-387-30,Metoprolol,25 mg/1,ORAL
67544-387-53,Metoprolol,25 mg/1,ORAL
67544-387-60,Metoprolol,25 mg/1,ORAL
67544-387-70,Metoprolol,25 mg/1,ORAL
67544-387-80,Metoprolol,25 mg/1,ORAL
67544-387-92,Metoprolol,25 mg/1,ORAL
67544-387-98,Metoprolol,25 mg/1,ORAL
0409-1778-05,Metoprolol,1 mg/mL,INTRAVENOUS
71335-0241-1,Metoprolol,100 mg/1,ORAL
50090-0489-0,Metoprolol,100 mg/1,ORAL
50090-0489-3,Metoprolol,100 mg/1,ORAL
43353-942-80,Metoprolol,25 mg/1,ORAL
43353-943-30,Metoprolol,50 mg/1,ORAL
43353-943-70,Metoprolol,50 mg/1,ORAL
61919-415-30,Metoprolol,50 mg/1,ORAL
55154-5356-0,Metoprolol,25 mg/1,ORAL
55154-5512-0,Metoprolol,50 mg/1,ORAL
50090-2207-0,Metoprolol,25 mg/1,ORAL
50090-2207-1,Metoprolol,25 mg/1,ORAL
50090-2207-2,Metoprolol,25 mg/1,ORAL
50090-2207-3,Metoprolol,25 mg/1,ORAL
50090-2260-3,Metoprolol,100 mg/1,ORAL
50090-2260-4,Metoprolol,100 mg/1,ORAL
58118-0361-8,Metoprolol,25 mg/1,ORAL
63629-1462-1,Metoprolol,100 mg/1,ORAL
63629-1462-2,Metoprolol,100 mg/1,ORAL
63629-1462-3,Metoprolol,100 mg/1,ORAL
63629-1462-4,Metoprolol,100 mg/1,ORAL
63629-1462-5,Metoprolol,100 mg/1,ORAL
70518-1354-2,Metoprolol,25 mg/1,ORAL
51407-109-01,Metoprolol,25 mg/1,ORAL
51407-109-10,Metoprolol,25 mg/1,ORAL
51407-110-01,Metoprolol,50 mg/1,ORAL
51407-110-10,Metoprolol,50 mg/1,ORAL
51407-111-01,Metoprolol,100 mg/1,ORAL
51407-111-10,Metoprolol,100 mg/1,ORAL
71335-0192-1,Metoprolol,25 mg/1,ORAL
71335-0192-2,Metoprolol,25 mg/1,ORAL
71335-0192-3,Metoprolol,25 mg/1,ORAL
63629-8101-1,Metoprolol,25 mg/1,ORAL
63629-8101-2,Metoprolol,25 mg/1,ORAL
63629-8101-3,Metoprolol,25 mg/1,ORAL
63629-8103-1,Metoprolol,25 mg/1,ORAL
63629-8103-2,Metoprolol,25 mg/1,ORAL
63629-8103-3,Metoprolol,25 mg/1,ORAL
76420-054-20,Metoprolol,25 mg/1,ORAL
76420-054-30,Metoprolol,25 mg/1,ORAL
71335-0192-7,Metoprolol,25 mg/1,ORAL
71335-0192-8,Metoprolol,25 mg/1,ORAL
43353-942-92,Metoprolol,25 mg/1,ORAL
43353-943-60,Metoprolol,50 mg/1,ORAL
72888-101-01,Metoprolol,37.5 mg/1,ORAL
72888-101-05,Metoprolol,37.5 mg/1,ORAL
70518-3293-0,Metoprolol,50 mg/1,ORAL
63187-600-60,Metoprolol,25 mg/1,ORAL
63187-600-78,Metoprolol,25 mg/1,ORAL
63187-609-78,Metoprolol,50 mg/1,ORAL
63187-532-60,Metoprolol,100 mg/1,ORAL
63187-532-78,Metoprolol,100 mg/1,ORAL
50090-0489-1,Metoprolol,100 mg/1,ORAL
50090-0489-4,Metoprolol,100 mg/1,ORAL
67296-0701-1,Metoprolol,25 mg/1,ORAL
67296-0729-1,Metoprolol,25 mg/1,ORAL
67296-1667-3,Metoprolol,25 mg/1,ORAL
63187-609-60,Metoprolol,50 mg/1,ORAL
57664-162-52,Metoprolol,100 mg/1,ORAL
71872-7283-1,Metoprolol,5 mg/5mL,INTRAVENOUS
55154-4745-5,Metoprolol,1 mg/mL,INTRAVENOUS
52343-060-99,Metoprolol,50 mg/1,ORAL
52817-361-10,Metoprolol,50 mg/1,ORAL
52817-362-10,Metoprolol,100 mg/1,ORAL
62332-112-31,Metoprolol,25 mg/1,ORAL
35356-782-90,Metoprolol,100 mg/1,ORAL
57664-162-59,Metoprolol,100 mg/1,ORAL
57664-167-58,Metoprolol,100 mg/1,ORAL
71610-138-60,Metoprolol,50 mg/1,ORAL
71610-147-80,Metoprolol,50 mg/1,ORAL
43353-943-73,Metoprolol,50 mg/1,ORAL
43353-944-60,Metoprolol,100 mg/1,ORAL
60760-553-60,Metoprolol,50 mg/1,ORAL
71610-184-60,Metoprolol,25 mg/1,ORAL
71610-186-60,Metoprolol,100 mg/1,ORAL
65862-063-60,Metoprolol,50 mg/1,ORAL
70934-105-96,Metoprolol,50 mg/1,ORAL
68788-7338-1,Metoprolol,25 mg/1,ORAL
68788-7338-3,Metoprolol,25 mg/1,ORAL
68788-7338-6,Metoprolol,25 mg/1,ORAL
68788-7338-9,Metoprolol,25 mg/1,ORAL
57237-102-99,Metoprolol,100 mg/1,ORAL
51079-801-20,Metoprolol,50 mg/1,ORAL
68788-7548-1,Metoprolol,50 mg/1,ORAL
68788-7548-3,Metoprolol,50 mg/1,ORAL
68788-7548-6,Metoprolol,50 mg/1,ORAL
68788-7548-9,Metoprolol,50 mg/1,ORAL
55154-4790-0,Metoprolol,50 mg/1,ORAL
70518-0381-2,Metoprolol,50 mg/1,ORAL
71205-003-90,Metoprolol,25 mg/1,ORAL
68788-7690-1,Metoprolol,100 mg/1,ORAL
68788-7690-3,Metoprolol,100 mg/1,ORAL
68788-7690-6,Metoprolol,100 mg/1,ORAL
68788-7690-9,Metoprolol,100 mg/1,ORAL
61919-428-90,Metoprolol, , 
0378-0424-01,Metoprolol,25 mg/1,
0378-0434-01,Metoprolol,25 mg/1,
0378-0445-01,Metoprolol,50 mg/1,
62332-117-30,Metoprolol,50 mg/1,
62332-116-71,Metoprolol,25 mg/1,
62332-117-31,Metoprolol,50 mg/1,
62756-368-08,Metoprolol,25 mg/1,
62756-368-18,Metoprolol,25 mg/1,
62756-368-83,Metoprolol,25 mg/1,
62756-368-88,Metoprolol,25 mg/1,
62756-369-08,Metoprolol,50 mg/1,
62756-369-18,Metoprolol,50 mg/1,
62756-369-83,Metoprolol,50 mg/1,
62756-369-88,Metoprolol,50 mg/1,
62756-370-08,Metoprolol,25 mg/1,
62756-370-18,Metoprolol,25 mg/1,
62756-370-83,Metoprolol,25 mg/1,
62756-370-88,Metoprolol,25 mg/1,
46708-116-30,Metoprolol,25 mg/1,
62332-116-30,Metoprolol,25 mg/1,
62332-116-31,Metoprolol,25 mg/1,
46708-116-50,Metoprolol,25 mg/1,
46708-116-10,Metoprolol,25 mg/1,
46708-117-30,Metoprolol,50 mg/1,
46708-117-50,Metoprolol,50 mg/1,
62332-115-30,Metoprolol,25 mg/1,
62332-115-91,Metoprolol,25 mg/1,
62332-117-71,Metoprolol,50 mg/1,
67544-555-51,Metoprolol,25 mg/1,ORAL
67544-491-45,Metoprolol,100 mg/1,ORAL
67544-491-80,Metoprolol,100 mg/1,ORAL
67544-491-82,Metoprolol,100 mg/1,ORAL
71610-373-45,Metoprolol,200 mg/1,ORAL
71610-373-60,Metoprolol,200 mg/1,ORAL
67544-491-99,Metoprolol,100 mg/1,ORAL
70347-025-01,Metoprolol,25 mg/1,ORAL
70347-025-02,Metoprolol,25 mg/1,ORAL
70347-025-03,Metoprolol,25 mg/1,ORAL
70347-050-01,Metoprolol,50 mg/1,ORAL
70347-050-02,Metoprolol,50 mg/1,ORAL
70347-050-03,Metoprolol,50 mg/1,ORAL
70347-100-01,Metoprolol,100 mg/1,ORAL
70347-100-02,Metoprolol,100 mg/1,ORAL
70347-100-03,Metoprolol,100 mg/1,ORAL
70347-200-01,Metoprolol,200 mg/1,ORAL
70347-200-02,Metoprolol,200 mg/1,ORAL
70347-200-03,Metoprolol,200 mg/1,ORAL
71610-038-60,Metoprolol,100 mg/1,ORAL
67544-282-51,Metoprolol,50 mg/1,ORAL
71610-035-45,Metoprolol,25 mg/1,ORAL
67544-491-53,Metoprolol,100 mg/1,ORAL
67544-491-60,Metoprolol,100 mg/1,ORAL
67544-555-45,Metoprolol,25 mg/1,ORAL
67544-555-60,Metoprolol,25 mg/1,ORAL
71610-035-60,Metoprolol,25 mg/1,ORAL
27505-100-01,Nadolol,20 mg/1,ORAL
27505-101-01,Nadolol,40 mg/1,ORAL
27505-102-01,Nadolol,80 mg/1,ORAL
78670-100-01,Nadolol,20 mg/1,ORAL
78670-101-01,Nadolol,40 mg/1,ORAL
67787-348-30,Nadolol,40 mg/1,ORAL
67787-349-30,Nadolol,80 mg/1,ORAL
68382-734-01,Nadolol,80 mg/1,ORAL
0378-0028-01,Nadolol,20 mg/1,ORAL
67787-347-10,Nadolol,20 mg/1,ORAL
0904-7070-07,Nadolol,20 mg/1,ORAL
0904-7070-61,Nadolol,20 mg/1,ORAL
0904-7071-07,Nadolol,40 mg/1,ORAL
0904-7071-61,Nadolol,40 mg/1,ORAL
10135-686-01,Nadolol,20 mg/1,ORAL
10135-687-01,Nadolol,40 mg/1,ORAL
10135-688-01,Nadolol,80 mg/1,ORAL
68382-732-01,Nadolol,20 mg/1,ORAL
68382-732-10,Nadolol,20 mg/1,ORAL
70771-1089-9,Nadolol,20 mg/1,ORAL
70771-1090-0,Nadolol,40 mg/1,ORAL
70771-1091-9,Nadolol,80 mg/1,ORAL
68382-733-16,Nadolol,40 mg/1,ORAL
70518-1755-0,Nadolol,40 mg/1,ORAL
23155-730-01,Nadolol,20 mg/1,ORAL
23155-731-01,Nadolol,40 mg/1,ORAL
23155-732-01,Nadolol,80 mg/1,ORAL
68001-319-00,Nadolol,80 mg/1,ORAL
71335-0697-1,Nadolol,80 mg/1,ORAL
71335-0697-2,Nadolol,80 mg/1,ORAL
69238-1123-1,Nadolol,20 mg/1,ORAL
0781-8005-01,Nadolol,40 mg/1,ORAL
0781-8005-10,Nadolol,40 mg/1,ORAL
0781-8006-10,Nadolol,80 mg/1,ORAL
0781-8004-92,Nadolol,20 mg/1,ORAL
0781-8006-92,Nadolol,80 mg/1,ORAL
0781-8004-01,Nadolol,20 mg/1,ORAL
0781-8005-92,Nadolol,40 mg/1,ORAL
70771-1090-4,Nadolol,40 mg/1,ORAL
68001-318-00,Nadolol,40 mg/1,ORAL
70771-1090-9,Nadolol,40 mg/1,ORAL
70771-1091-1,Nadolol,80 mg/1,ORAL
69097-867-07,Nadolol,20 mg/1,ORAL
69097-869-02,Nadolol,80 mg/1,ORAL
51079-813-20,Nadolol,40 mg/1,ORAL
69238-1125-1,Nadolol,80 mg/1,ORAL
0378-1132-01,Nadolol,80 mg/1,ORAL
0378-1132-10,Nadolol,80 mg/1,ORAL
70771-1089-0,Nadolol,20 mg/1,ORAL
68382-732-16,Nadolol,20 mg/1,ORAL
68382-734-16,Nadolol,80 mg/1,ORAL
23155-730-09,Nadolol,20 mg/1,ORAL
23155-730-10,Nadolol,20 mg/1,ORAL
23155-731-09,Nadolol,40 mg/1,ORAL
23155-731-10,Nadolol,40 mg/1,ORAL
23155-732-09,Nadolol,80 mg/1,ORAL
23155-732-10,Nadolol,80 mg/1,ORAL
70771-1091-4,Nadolol,80 mg/1,ORAL
70771-1089-1,Nadolol,20 mg/1,ORAL
67787-349-10,Nadolol,80 mg/1,ORAL
60687-302-25,Nadolol,20 mg/1,ORAL
70771-1090-1,Nadolol,40 mg/1,ORAL
69097-869-15,Nadolol,80 mg/1,ORAL
0378-1171-01,Nadolol,40 mg/1,ORAL
0378-1171-10,Nadolol,40 mg/1,ORAL
69097-868-15,Nadolol,40 mg/1,ORAL
76282-347-01,Nadolol,20 mg/1,ORAL
76282-348-01,Nadolol,40 mg/1,ORAL
76282-349-01,Nadolol,80 mg/1,ORAL
67787-348-10,Nadolol,40 mg/1,ORAL
69097-868-07,Nadolol,40 mg/1,ORAL
59651-251-01,Nadolol,40 mg/1,ORAL
59762-0812-1,Nadolol,80 mg/1,ORAL
76385-133-01,Nadolol,20 mg/1,ORAL
76385-133-10,Nadolol,20 mg/1,ORAL
76385-134-01,Nadolol,40 mg/1,ORAL
76385-134-10,Nadolol,40 mg/1,ORAL
76385-135-01,Nadolol,80 mg/1,ORAL
76385-135-10,Nadolol,80 mg/1,ORAL
71335-1972-1,Nadolol,80 mg/1,ORAL
71335-1972-2,Nadolol,80 mg/1,ORAL
67787-347-30,Nadolol,20 mg/1,ORAL
71335-1972-3,Nadolol,80 mg/1,ORAL
59651-252-01,Nadolol,80 mg/1,ORAL
69097-869-07,Nadolol,80 mg/1,ORAL
51079-812-20,Nadolol,20 mg/1,ORAL
59762-0810-1,Nadolol,20 mg/1,ORAL
69238-1124-1,Nadolol,40 mg/1,ORAL
69097-868-02,Nadolol,40 mg/1,ORAL
68382-732-77,Nadolol,20 mg/1,ORAL
68382-734-77,Nadolol,80 mg/1,ORAL
63629-6942-1,Nadolol,20 mg/1,ORAL
72664-211-01,Nadolol,20 mg/1,ORAL
72664-212-01,Nadolol,40 mg/1,ORAL
72664-213-01,Nadolol,80 mg/1,ORAL
70518-2139-0,Nadolol,40 mg/1,ORAL
68001-317-00,Nadolol,20 mg/1,ORAL
69097-867-02,Nadolol,20 mg/1,ORAL
69097-867-15,Nadolol,20 mg/1,ORAL
70771-1089-4,Nadolol,20 mg/1,ORAL
70771-1091-0,Nadolol,80 mg/1,ORAL
68382-733-10,Nadolol,40 mg/1,ORAL
59762-0811-1,Nadolol,40 mg/1,ORAL
0781-8004-10,Nadolol,20 mg/1,ORAL
0781-8006-01,Nadolol,80 mg/1,ORAL
71335-0697-3,Nadolol,80 mg/1,ORAL
68382-733-01,Nadolol,40 mg/1,ORAL
60687-313-25,Nadolol,40 mg/1,ORAL
68382-733-77,Nadolol,40 mg/1,ORAL
68382-734-10,Nadolol,80 mg/1,ORAL
50090-3326-0,Nebivolol,20 mg/1,ORAL
50090-1127-0,Nebivolol,5 mg/1,ORAL
50090-1127-1,Nebivolol,5 mg/1,ORAL
50090-1307-0,Nebivolol,10 mg/1,ORAL
50090-1307-1,Nebivolol,10 mg/1,ORAL
0456-1402-01,Nebivolol,2.5 mg/1,ORAL
0456-1402-30,Nebivolol,2.5 mg/1,ORAL
0456-1402-63,Nebivolol,2.5 mg/1,ORAL
0456-1402-90,Nebivolol,2.5 mg/1,ORAL
0456-1405-01,Nebivolol,5 mg/1,ORAL
0456-1405-30,Nebivolol,5 mg/1,ORAL
0456-1405-63,Nebivolol,5 mg/1,ORAL
0456-1405-90,Nebivolol,5 mg/1,ORAL
0456-1410-01,Nebivolol,10 mg/1,ORAL
0456-1410-30,Nebivolol,10 mg/1,ORAL
0456-1410-63,Nebivolol,10 mg/1,ORAL
0456-1410-90,Nebivolol,10 mg/1,ORAL
0456-1420-01,Nebivolol,20 mg/1,ORAL
0456-1420-30,Nebivolol,20 mg/1,ORAL
0456-1420-63,Nebivolol,20 mg/1,ORAL
0456-1420-90,Nebivolol,20 mg/1,ORAL
55154-4623-2,Nebivolol,10 mg/1,ORAL
55154-4622-8,Nebivolol,20 mg/1,ORAL
55154-4621-2,Nebivolol,5 mg/1,ORAL
71209-058-01,Nebivolol,2.5 mg/1,ORAL
71209-058-04,Nebivolol,2.5 mg/1,ORAL
71209-058-05,Nebivolol,2.5 mg/1,ORAL
71209-058-11,Nebivolol,2.5 mg/1,ORAL
71209-059-01,Nebivolol,5 mg/1,ORAL
71209-059-04,Nebivolol,5 mg/1,ORAL
71209-059-05,Nebivolol,5 mg/1,ORAL
71209-059-11,Nebivolol,5 mg/1,ORAL
71209-060-01,Nebivolol,10 mg/1,ORAL
71209-060-04,Nebivolol,10 mg/1,ORAL
71209-060-05,Nebivolol,10 mg/1,ORAL
71209-060-11,Nebivolol,10 mg/1,ORAL
71209-061-01,Nebivolol,20 mg/1,ORAL
71209-061-04,Nebivolol,20 mg/1,ORAL
27241-179-30,Nebivolol,2.5 mg/1,ORAL
27241-180-30,Nebivolol,5 mg/1,ORAL
27241-180-90,Nebivolol,5 mg/1,ORAL
27241-181-30,Nebivolol,10 mg/1,ORAL
27241-181-90,Nebivolol,10 mg/1,ORAL
27241-182-30,Nebivolol,20 mg/1,ORAL
27241-182-90,Nebivolol,20 mg/1,ORAL
51407-486-30,Nebivolol,20 mg/1,ORAL
51407-486-90,Nebivolol,20 mg/1,ORAL
0904-7189-04,Nebivolol,5 mg/1,ORAL
0904-7190-04,Nebivolol,10 mg/1,ORAL
13668-353-01,Nebivolol,2.5 mg/1,ORAL
62559-278-05,Nebivolol,20 mg/1,ORAL
43547-524-03,Nebivolol,2.5 mg/1,ORAL
43547-524-09,Nebivolol,2.5 mg/1,ORAL
43547-524-50,Nebivolol,2.5 mg/1,ORAL
43547-525-03,Nebivolol,5 mg/1,ORAL
43547-525-09,Nebivolol,5 mg/1,ORAL
43547-525-50,Nebivolol,5 mg/1,ORAL
43547-527-03,Nebivolol,20 mg/1,ORAL
43547-527-09,Nebivolol,20 mg/1,ORAL
43547-527-50,Nebivolol,20 mg/1,ORAL
71209-061-05,Nebivolol,20 mg/1,ORAL
71209-061-11,Nebivolol,20 mg/1,ORAL
0904-7225-04,Nebivolol,2.5 mg/1,ORAL
0904-7226-04,Nebivolol,20 mg/1,ORAL
59651-137-30,Nebivolol,2.5 mg/1,ORAL
59651-137-90,Nebivolol,2.5 mg/1,ORAL
59651-138-30,Nebivolol,5 mg/1,ORAL
72241-035-05,Nebivolol,20 mg/1,ORAL
72241-035-11,Nebivolol,20 mg/1,ORAL
50090-5708-0,Nebivolol,2.5 mg/1,ORAL
50090-5708-1,Nebivolol,2.5 mg/1,ORAL
50090-5761-0,Nebivolol,10 mg/1,ORAL
50090-5761-1,Nebivolol,10 mg/1,ORAL
50090-5761-2,Nebivolol,10 mg/1,ORAL
72241-033-11,Nebivolol,5 mg/1,ORAL
72241-033-22,Nebivolol,5 mg/1,ORAL
72241-034-04,Nebivolol,10 mg/1,ORAL
72241-034-05,Nebivolol,10 mg/1,ORAL
72241-034-11,Nebivolol,10 mg/1,ORAL
72241-034-22,Nebivolol,10 mg/1,ORAL
72241-035-04,Nebivolol,20 mg/1,ORAL
72241-035-22,Nebivolol,20 mg/1,ORAL
59651-138-90,Nebivolol,5 mg/1,ORAL
59651-139-30,Nebivolol,10 mg/1,ORAL
59651-139-90,Nebivolol,10 mg/1,ORAL
59651-140-30,Nebivolol,20 mg/1,ORAL
59651-140-90,Nebivolol,20 mg/1,ORAL
68462-615-01,Nebivolol,2.5 mg/1,ORAL
68462-615-11,Nebivolol,2.5 mg/1,ORAL
68462-615-30,Nebivolol,2.5 mg/1,ORAL
68462-616-01,Nebivolol,5 mg/1,ORAL
68462-616-11,Nebivolol,5 mg/1,ORAL
68462-616-30,Nebivolol,5 mg/1,ORAL
68462-617-01,Nebivolol,10 mg/1,ORAL
68462-617-11,Nebivolol,10 mg/1,ORAL
68462-617-30,Nebivolol,10 mg/1,ORAL
68462-618-01,Nebivolol,20 mg/1,ORAL
68462-618-11,Nebivolol,20 mg/1,ORAL
68462-618-30,Nebivolol,20 mg/1,ORAL
72241-032-04,Nebivolol,2.5 mg/1,ORAL
72241-032-05,Nebivolol,2.5 mg/1,ORAL
72241-032-11,Nebivolol,2.5 mg/1,ORAL
72241-032-22,Nebivolol,2.5 mg/1,ORAL
72241-033-04,Nebivolol,5 mg/1,ORAL
72241-033-05,Nebivolol,5 mg/1,ORAL
13668-353-05,Nebivolol,2.5 mg/1,ORAL
13668-353-30,Nebivolol,2.5 mg/1,ORAL
13668-353-90,Nebivolol,2.5 mg/1,ORAL
13668-354-01,Nebivolol,5 mg/1,ORAL
13668-354-05,Nebivolol,5 mg/1,ORAL
13668-354-30,Nebivolol,5 mg/1,ORAL
13668-355-01,Nebivolol,10 mg/1,ORAL
13668-355-05,Nebivolol,10 mg/1,ORAL
13668-355-30,Nebivolol,10 mg/1,ORAL
13668-356-01,Nebivolol,20 mg/1,ORAL
13668-356-05,Nebivolol,20 mg/1,ORAL
13668-356-30,Nebivolol,20 mg/1,ORAL
13668-354-90,Nebivolol,5 mg/1,ORAL
13668-355-90,Nebivolol,10 mg/1,ORAL
13668-356-90,Nebivolol,20 mg/1,ORAL
50090-5752-0,Nebivolol,5 mg/1,ORAL
50090-5752-1,Nebivolol,5 mg/1,ORAL
67877-390-01,Nebivolol,20 mg/1,ORAL
67877-390-30,Nebivolol,20 mg/1,ORAL
